id,protected,Title,Company,Location,Duration,Stipend_per_month,Apply By,Applicants,Skills Required,Perks,Number of Openings,Incentives,Category
6391,314260,Web Development,Interpret Media,Work From Home,3,6000,11 Feb' 22,Be an early applicant,"CSS , JavaScript , PHP , WordPress , ","Certificate , ",1,0,Computer Science
6392,103154592,Digital Marketing,TStock Mantra Investments,Thane,6,5000,15 Feb' 22,146 applicants,"Digital Marketing , Google AdWords , Google Analytics , Social Media Marketing , ","Certificate , Flexible work hours , Informal dress code , ",2,0,Marketing
6393,71157760,Campus Ambassador,Cricket Bleeds,Work From Home,3,Unknown,31 Jan' 22,Be an early applicant,"English Proficiency (Spoken) , English Proficiency (Written) , Social Media Marketing , ","Certificate , Letter of recommendation , ",20,0,Marketing
6394,29544760,Graphic Design,Seeds Of Innocence,Delhi,2,5000,2 Feb' 22,27 applicants,,"Certificate , Letter of recommendation , ",1,0,Graphic Design
6395,19691506,Electronics Engineering,Brisker Systems Private Limited,Nagpur,4,3000,24 Feb' 22,Be an early applicant,"Algorithms , ARM Microcontroller , Embedded Systems , Node.js , PCB Design , Python , ","Certificate , Letter of recommendation , Flexible work hours , ",2,1,Electronics
6396,73917106,Google AdWords,Marque Digital,Mumbai,6,5000,11 Feb' 22,Be an early applicant,"Facebook Marketing , Google AdWords , ","Certificate , Letter of recommendation , Informal dress code , Free snacks & beverages , ",1,0,Marketing
6397,2080906,Java Development,Relinns Technologies,Chandigarh,6,7000,5 Feb' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , ",4,0,Computer Science
6398,71461762,Business Development (Sales),Identium Tech Solutions,Delhi,6,10000,31 Jan' 22,Be an early applicant,"Digital Marketing , ","Certificate , Letter of recommendation , ",4,0,Marketing
6399,19417342,3d Modeling,Xplorazzi Adventures,Work From Home,3,5000,9 Feb' 22,43 applicants,"3ds Max , Blender 3D , ","Certificate , Letter of recommendation , Flexible work hours , ",6,0,Electronics
6400,120659340,Business Strategy,Youth India Foundation,Work From Home,3,0,10 Feb' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , ",10,0,Marketing
6401,2854510,Web Development,Mangrol Multimedia Limited,Mumbai,3,6000,4 Feb' 22,31 applicants,"Adobe Photoshop , HTML , JavaScript , Node.js , PHP , ReactJS , WordPress , ","Certificate , Letter of recommendation , ",2,0,Computer Science
6402,129151960,Crowdfunding (PR),Artemis Foundation,Work From Home,1,0,9 Feb' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",20,0,Volunteering
6403,107422960,Business Development (Sales),Prosync Infotech Private Limited,Delhi,6,7000,13 Feb' 22,Be an early applicant,"English Proficiency (Spoken) , English Proficiency (Written) , MS-Excel , MS-Word , Research and Analytics , ","Certificate , Letter of recommendation , Informal dress code , Job offer , ",4,0,Marketing
6404,35551506,Human Resources (HR),Talent Corner HR Services,Work From Home,3,2000,10 Feb' 22,35 applicants,"English Proficiency (Spoken) , English Proficiency (Written) , MS-Excel , MS-Office , MS-Word , Recruitment , ","Certificate , 5 days a week , ",2,0,Human Resources
6405,6232612,Python Development,Hayden Technology Inc.,Work From Home,6,2000,30 Jan' 22,317 applicants,"Machine Learning , Natural Language Processing (NLP) , Python , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",4,0,Computer Science
6406,89179792,Social Media Marketing,MyGreenhorn,Work From Home,3,5000,4 Feb' 22,86 applicants,,"Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",1,0,Marketing
6407,116040,Java Development,Squalas,Hyderabad,6,5000,12 Feb' 22,Be an early applicant,,,1,0,Computer Science
6408,5800972,Full Stack Development,Digite Infotech Private Limited,Mumbai,6,20000,31 Jan' 22,65 applicants,"Amazon Web Server (AWS) , CSS , HTML , Java , Jenkins , Python , ","Certificate , Flexible work hours , 5 days a week , Job offer , ",4,0,Computer Science
6409,92631100,Social Media Marketing,J&B Technologies,Work From Home,4,1000,3 Feb' 22,Be an early applicant,"Adobe Illustrator , Adobe Photoshop , Instagram Marketing , ","Certificate , Letter of recommendation , Flexible work hours , ",2,0,Marketing
6410,33437406,Human Resources (HR),YTViews Digital Media Private Limited,Delhi,3,5000,12 Feb' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",2,0,Human Resources
6411,20944452,Textile Design,Homestore 18,Gurgaon,3,15000,12 Feb' 22,Be an early applicant,"Adobe Illustrator , Adobe Photoshop , ","Certificate , Informal dress code , Free snacks & beverages , ",2,0,Graphic Design
6412,13879450,Content Writing,Wishfin,Work From Home,3,3000,4 Feb' 22,82 applicants,"Blogging , English Proficiency (Written) , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",15,0,Content Writing
6413,7759110,Technical Writing,OxyAI Education Private Limited,Work From Home,3,10000,12 Feb' 22,Be an early applicant,"Android , AngularJS , C++ Programming , C Programming , Data Analytics , Data Science , Java , PHP , Python , ",,10,0,Content Writing
6414,1025256,Web Development,Umwelt.Ai,Work From Home,6,20000,8 Feb' 22,91 applicants,"Amazon Web Server (AWS) , Django , Python , ","Certificate , Letter of recommendation , ",4,0,Computer Science
6415,27883780,Graphic Design,Nanjil Anand Foundation,Work From Home,3,0,4 Feb' 22,Be an early applicant,"Adobe Photoshop , English Proficiency (Spoken) , English Proficiency (Written) , Video Editing , ","Certificate , Letter of recommendation , Flexible work hours , ",15,0,Graphic Design
6416,23966020,Graphic Design,Create Out,Work From Home,2,4000,9 Feb' 22,35 applicants,"Adobe Illustrator , Adobe Photoshop , UI & UX Design , ","Certificate , Letter of recommendation , Flexible work hours , ",1,0,Graphic Design
6417,50715862,Business Development (Sales),L&D Global Mumbai,Work From Home,4,1000,10 Feb' 22,Be an early applicant,"Digital Marketing , Email Marketing , English Proficiency (Spoken) , English Proficiency (Written) , MS-Excel , MS-Office , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",3,1,Marketing
6418,42896050,Human Resources (HR),Telecommunication Headsets India Limited,Mira Bhayandar,1,2500,31 Jan' 22,Be an early applicant,"English Proficiency (Spoken) , English Proficiency (Written) , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , Free snacks & beverages , ",1,0,Human Resources
6419,16301506,Content Writing,PRaxis Media,Work From Home,3,3000,1 Feb' 22,Be an early applicant,,"Certificate , ",1,0,Content Writing
6420,22152,Accounts,CyberSRC Consultancy LLP,Noida,3,10000,9 Feb' 22,66 applicants,,"Certificate , ",1,0,Commerce
6421,81610,Backend Development,Society Mutter,Work From Home,2,7000,12 Feb' 22,51 applicants,"Express.js , Java , MongoDB , MySQL , Node.js , Python , REST API , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",1,0,Computer Science
6422,123732352,AutoCAD Design,Invent Grid India Private Limited,Bhubaneswar,3,6000,3 Feb' 22,105 applicants,"AutoCAD , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",5,0,Mechanical
6423,73196680,Social Media Marketing,Ecochirp Foundation,Work From Home,3,0,12 Feb' 22,Be an early applicant,"Creative Writing , Digital Marketing , Email Marketing , Instagram Marketing , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , ",2,0,Marketing
6424,112285912,Operations,7 Shores Clothing,Mumbai,6,10000,12 Feb' 22,Be an early applicant,"MS-Excel , ","Informal dress code , ",1,0,Marketing
6425,45839770,Law/Legal,Commitbiz Management Consultants,Bangalore,1,10000,7 Feb' 22,67 applicants,,"Certificate , Informal dress code , 5 days a week , Job offer , ",5,0,Law
6426,19744792,Embedded Systems Development,VIGYANTRAM,Work From Home,3,5000,2 Feb' 22,191 applicants,"Embedded Systems , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",5,0,Electronics
6427,55450462,Online Community Management,CoFoundersTown Private Limited,Work From Home,3,10000,8 Feb' 22,Be an early applicant,"Creative Writing , English Proficiency (Spoken) , English Proficiency (Written) , ","Certificate , Letter of recommendation , ",4,0,Marketing
6428,56032,Accounts,workXmate,Work From Home,6,7500,31 Jan' 22,426 applicants,"Accounting , English Proficiency (Spoken) , English Proficiency (Written) , Tally , ","Certificate , Letter of recommendation , Flexible work hours , ",2,0,Commerce
6429,122069452,Social Media Marketing,Impact And Dialogue Foundation,Work From Home,6,0,4 Feb' 22,Be an early applicant,"Creative Writing , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",1,0,Marketing
6430,50744352,Marketing,Nextwebi IT Solutions Private Limited,Bangalore,3,9000,10 Feb' 22,Be an early applicant,"English Proficiency (Written) , ","Certificate , ",1,0,Marketing
6431,92592606,Search Engine Optimization (SEO),Byloapp,Indore,3,2000,3 Feb' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , Free snacks & beverages , ",5,0,Marketing
6432,9508072,Content Writing,Chordia Jewels,Jaipur,3,6000,10 Feb' 22,Be an early applicant,"Creative Writing , English Proficiency (Spoken) , English Proficiency (Written) , Report Writing , ","Certificate , Informal dress code , ",5,0,Content Writing
6433,400156,Django Development,Codeif Technologies Private Limited,Work From Home,1,1000,11 Feb' 22,Be an early applicant,"Django , JavaScript , REST API , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",4,0,Computer Science
6434,46423882,Marketing,BYJU'S The Learning App,Moradabad,3,15000,12 Feb' 22,Be an early applicant,,"Certificate , ",10,1,Marketing
6435,6217642,Web Development,Think Sha Technologies Private Limited,Coimbatore,6,5000,30 Jan' 22,Be an early applicant,"Adobe Dreamweaver , AngularJS , CSS , Flutter , HTML , JavaScript , jQuery , Linux , Node.js , PHP , Python , TypeScript , ","Certificate , Informal dress code , ",2,0,Computer Science
6436,7104990,Full Stack Development,Longview Ventures,Work From Home,3,1000,7 Feb' 22,44 applicants,,"Certificate , ",5,0,Computer Science
6437,95716972,Digital Marketing,Care Hair Charitable Foundation,Work From Home,3,1000,2 Feb' 22,Be an early applicant,"Creative Writing , Facebook Marketing , Google AdWords , Google Analytics , Instagram Marketing , Social Media Marketing , WordPress , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",10,0,Marketing
6438,97032450,Social Media Marketing,JethiTech Solutions,Hyderabad,6,8000,1 Feb' 22,Be an early applicant,"Adobe After Effects , Adobe Illustrator , Adobe Photoshop , CorelDRAW , Creative Writing , Figma , Google AdWords , Google Analytics , Search Engine Marketing (SEM) , Search Engine Optimization (SEO) , Social Media Marketing , ","Certificate , Letter of recommendation , Informal dress code , ",2,0,Marketing
6439,94119202,Digital Marketing,GIIT Solutions,Gurgaon,6,5000,2 Feb' 22,Be an early applicant,"English Proficiency (Spoken) , English Proficiency (Written) , MS-Office , ","Certificate , Flexible work hours , ",4,0,Marketing
6440,96756832,Search Engine Optimization (SEO),VSRK Capital,Delhi,3,3000,1 Feb' 22,Be an early applicant,"Adobe Photoshop , Google Analytics , MS-Excel , MS-Word , ","Certificate , Letter of recommendation , ",2,0,Marketing
6441,17736832,Content Writing,Little Paws Care,Work From Home,3,0,30 Jan' 22,Be an early applicant,"English Proficiency (Written) , MS-Word , Search Engine Optimization (SEO) , ","Certificate , Flexible work hours , 5 days a week , ",5,0,Content Writing
6442,15011850,Content Writing,Secure Blink,Work From Home,3,3500,2 Feb' 22,Be an early applicant,"Creative Writing , English Proficiency (Written) , ","Certificate , ",1,0,Content Writing
6443,88821300,Digital Marketing,Luggage Pool,Work From Home,6,6000,4 Feb' 22,Be an early applicant,,"Certificate , ",1,0,Marketing
6444,7938406,Social Media Marketing,BunkIn Hospitality Private Limited,Work From Home,2,15000,12 Feb' 22,70 applicants,"Creative Writing , Digital Marketing , English Proficiency (Spoken) , English Proficiency (Written) , Facebook Marketing , Instagram Marketing , Search Engine Marketing (SEM) , Search Engine Optimization (SEO) , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",1,0,Content Writing
6445,92457940,Search Engine Optimization (SEO),GetMyUni,Work From Home,2,6000,3 Feb' 22,76 applicants,"Digital Marketing , Search Engine Optimization (SEO) , ","Certificate , Letter of recommendation , ",3,0,Marketing
6446,127769212,Media & Public Relations (PR),Titli Foundation,Work From Home,3,0,13 Feb' 22,Be an early applicant,"Digital Marketing , English Proficiency (Spoken) , English Proficiency (Written) , Facebook Marketing , Instagram Marketing , ","Certificate , Letter of recommendation , Flexible work hours , ",20,0,Volunteering
6447,112349500,Operations,Togglebytes Technologies Private Limited,Mumbai,3,10000,12 Feb' 22,Be an early applicant,"MS-Excel , MS-PowerPoint , MS-Word , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , ",2,0,Marketing
6448,55153002,Business Development (Sales),Purple Health,Work From Home,3,8000,8 Feb' 22,27 applicants,,"Certificate , Flexible work hours , 5 days a week , ",2,0,Marketing
6449,128970192,Social Work,Piramal Foundation,Work From Home,2,0,10 Feb' 22,Be an early applicant,"English Proficiency (Written) , Hindi Proficiency (Spoken) , Hindi Proficiency (Written) , MS-Excel , MS-Word , ","Certificate , Flexible work hours , ",100,0,Volunteering
6450,110470710,Operations,POPWINGS E-COMMERCE PRIVATE LIMITED,Delhi,6,5000,12 Feb' 22,Be an early applicant,"MS-Excel , MS-PowerPoint , ","Certificate , ",2,0,Marketing
6451,112434312,Inventory Management,Radiance Overseas,Indore,6,4000,12 Feb' 22,Be an early applicant,"English Proficiency (Spoken) , English Proficiency (Written) , MS-Excel , MS-Office , MS-PowerPoint , MS-Word , ","Certificate , Job offer , ",2,1,Marketing
6452,3012060,Mobile App Development,Gousamvardhini Private Limited,Hyderabad,3,5000,4 Feb' 22,Be an early applicant,"Node.js , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , Free snacks & beverages , ",2,1,Computer Science
6453,54723106,Marketing,Ezetap Mobile Solutions Private Limited,Work From Home,6,20000,8 Feb' 22,93 applicants,"Digital Marketing , Email Marketing , English Proficiency (Spoken) , English Proficiency (Written) , MS-Office , Social Media Marketing , ",,1,0,Marketing
6454,18109380,Content Writing,HDI Technology Private Limited,Work From Home,3,3333.333333,29 Jan' 22,62 applicants,"Copywriting , Creative Writing , English Proficiency (Written) , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , ",2,0,Content Writing
6455,121517652,Social Media Marketing,Suvidha Foundation,Work From Home,0.75,0,10 Feb' 22,49 applicants,"Creative Writing , English Proficiency (Spoken) , English Proficiency (Written) , Facebook Marketing , Instagram Marketing , MS-Excel , Social Media Marketing , ","Certificate , Letter of recommendation , ",10,0,Marketing
6456,6128200,Web Development,ENCIRCLE INNOVATIONS PRIVATE LIMITED,Work From Home,3,10000,31 Jan' 22,198 applicants,"Node.js , ReactJS , ","Flexible work hours , 5 days a week , Job offer , ",3,0,Computer Science
6457,132215602,Media & Public Relations (PR),Youth India Foundation,Work From Home,3,0,31 Jan' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , ",30,0,Volunteering
6458,13790182,Content Writing,EzySchooling,Work From Home,3,2000,4 Feb' 22,Be an early applicant,"Creative Writing , Proofreading , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , ",2,0,Content Writing
6459,107070856,Business Development (Sales),Khairnar Technologies Private Limited,Pune,3,5000,13 Feb' 22,Be an early applicant,"English Proficiency (Spoken) , English Proficiency (Written) , ","Certificate , Letter of recommendation , Informal dress code , 5 days a week , Free snacks & beverages , ",3,0,Marketing
6460,3256320,Java Development,Celeritio Software Private Limited,Pune,6,15000,3 Feb' 22,165 applicants,"AngularJS , HTML , Java , JavaScript , ","5 days a week , ",3,0,Computer Science
6461,500656,Web Development,Logiclump Technologies,Delhi,6,10000,10 Feb' 22,Be an early applicant,"ASP.NET , CSS , HTML , JavaScript , jQuery , ","Certificate , Letter of recommendation , Informal dress code , 5 days a week , Free snacks & beverages , ",10,0,Computer Science
6462,112201156,Business Development (Sales),Giftzdaddy (A Unit Of JOBZ Daddy),Delhi,3,5000,12 Feb' 22,Be an early applicant,,"Certificate , Letter of recommendation , Informal dress code , ",5,0,Marketing
6463,26931010,Graphic Design,Psymeo,Work From Home,2,1000,5 Feb' 22,27 applicants,"Adobe Illustrator , MS-Office , MS-PowerPoint , MS-Word , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",2,1,Graphic Design
6464,29948356,Graphic Design,Canvasist,Work From Home,6,5000,2 Feb' 22,62 applicants,"Adobe Illustrator , Adobe Photoshop , ","Certificate , Letter of recommendation , Flexible work hours , ",1,0,Graphic Design
6465,5356,Interior Design,Svaroop Architects,Work From Home,3,2000,31 Jan' 22,255 applicants,"3ds Max , AutoCAD , Google SketchUp , ","Certificate , Letter of recommendation , Flexible work hours , ",4,0,Architecture
6466,61520592,Business Development (Sales),Dhand Steels,Faridabad,2,8000,3 Feb' 22,Be an early applicant,"MS-Excel , ","Certificate , Letter of recommendation , Informal dress code , Free snacks & beverages , Job offer , ",2,0,Marketing
6467,26025402,Graphic Design,Grabbit Live,Work From Home,3,12000,7 Feb' 22,95 applicants,"Adobe Illustrator , Adobe Photoshop , Adobe Premiere Pro , ","Certificate , Letter of recommendation , Flexible work hours , ",1,0,Graphic Design
6468,45758560,Law/Legal,Nitesh Mehra & Associates,Delhi,3,0,8 Feb' 22,95 applicants,,"Certificate , Job offer , ",2,0,Law
6469,88031406,Digital Marketing,Foundation For Quality Promotion,Work From Home,2,2000,5 Feb' 22,Be an early applicant,,"Certificate , Letter of recommendation , ",1,0,Marketing
6470,1266850,Teaching (IT),Namaskar with Love Foundation,Work From Home,6,0,8 Feb' 22,Be an early applicant,"English Proficiency (Spoken) , Hindi Proficiency (Spoken) , Teaching , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",10,0,Computer Science
6471,1541422,Web Development,Internship Studio,Pune,6,5000,7 Feb' 22,72 applicants,"MySQL , PHP , WordPress , ","Certificate , Letter of recommendation , ",1,0,Computer Science
6472,106018012,Learning & Development,DCB Bank,Mumbai,3,7000,4 Feb' 22,240 applicants,,"Certificate , Job offer , ",1,0,Marketing
6473,5520250,Web Development,GreyCat Digital,Work From Home,2,2000,31 Jan' 22,94 applicants,"PHP , ","Certificate , Letter of recommendation , Flexible work hours , ",1,0,Computer Science
6474,43593106,Human Resources (HR),Mitra Fintech,Work From Home,6,4000,16 Feb' 22,51 applicants,,"Certificate , Letter of recommendation , Flexible work hours , ",1,0,Human Resources
6475,45975280,Law/Legal,Gaurav Agrawal & Associates,Mumbai,6,3000,5 Feb' 22,230 applicants,"English Proficiency (Written) , MS-Office , ","Certificate , Letter of recommendation , Job offer , ",2,0,Law
6476,18996622,Content Writing,Broadaxis Consultants,Work From Home,2,2000,31 Jan' 22,97 applicants,,"Certificate , Letter of recommendation , Flexible work hours , ",20,1,Content Writing
6477,1805092,Android App Development,Relinns Technologies,Chandigarh,6,7000,7 Feb' 22,Be an early applicant,,"Certificate , Flexible work hours , ",4,0,Computer Science
6478,132330612,Teaching,My Story,Work From Home,6,0,9 Feb' 22,117 applicants,,"Certificate , Letter of recommendation , Flexible work hours , ",20,0,Volunteering
6479,119716522,Business Development (Sales),4B Network Private Limited,Navi Mumbai,3,20000,11 Feb' 22,Be an early applicant,,"Letter of recommendation , Flexible work hours , Job offer , ",10,0,Marketing
6480,121804432,Social Media Marketing,Tavishi Children Foundation,Work From Home,3,0,7 Feb' 22,Be an early applicant,"Copywriting , Facebook Marketing , Instagram Marketing , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",2,0,Marketing
6481,74520156,Digital Marketing,Grimbyte Technologies,Karnal,3,5000,11 Feb' 22,Be an early applicant,"Adobe Illustrator , Adobe Photoshop , Video Editing , ","Certificate , ",1,0,Marketing
6482,44255856,Human Resources (HR),BALJ Services Private Limited,Delhi,3,10000,31 Jan' 22,109 applicants,,"Certificate , 5 days a week , ",5,0,Human Resources
6483,1211200,Web Development,Celebrare,Work From Home,1,2000,8 Feb' 22,190 applicants,"Bootstrap , CSS , Firebase , HTML , JavaScript , ","Certificate , Letter of recommendation , Flexible work hours , ",10,0,Computer Science
6484,83914860,Social Media Marketing,Onewebtag Media,Mumbai,6,10000,7 Feb' 22,Be an early applicant,"Blogging , Client Relationship , Creative Writing , Digital Marketing , Email Marketing , English Proficiency (Spoken) , English Proficiency (Written) , Facebook Marketing , Google AdWords , Google Analytics , Instagram Marketing , Search Engine Optimization (SEO) , Social Media Marketing , ","Certificate , Letter of recommendation , 5 days a week , ",1,0,Marketing
6485,78172222,Digital Marketing,Digital Friend,Ahmedabad,3,9000,10 Feb' 22,Be an early applicant,"Client Relationship , Digital Marketing , Facebook Marketing , Google AdWords , Google Analytics , Instagram Marketing , Search Engine Optimization (SEO) , Social Media Marketing , ","Certificate , Letter of recommendation , Free snacks & beverages , Job offer , ",2,0,Marketing
6486,53692356,Business Development (Sales),Trisha Infrastructure Limited,Vadodara,2,7500,9 Feb' 22,Be an early applicant,"English Proficiency (Spoken) , Salesforce , ","Certificate , Letter of recommendation , Informal dress code , Job offer , ",4,1,Marketing
6487,58102606,Business Development (Sales),Hiya Digital Private Limited,Mumbai,2,5000,6 Feb' 22,Be an early applicant,"English Proficiency (Spoken) , English Proficiency (Written) , ","Certificate , Letter of recommendation , Informal dress code , 5 days a week , Free snacks & beverages , ",4,0,Marketing
6488,975256,Web Development,Mybellastore,Work From Home,2,5000,9 Feb' 22,79 applicants,"CSS , HTML , JavaScript , WordPress , ","Certificate , ",1,0,Computer Science
6489,8136856,Digital Marketing,Thinking Forks Consulting Private Limited,Work From Home,6,12000,11 Feb' 22,58 applicants,"Creative Writing , Digital Marketing , Email Marketing , English Proficiency (Written) , Search Engine Optimization (SEO) , Social Media Marketing , ",,1,0,Content Writing
6490,78384562,Digital Marketing,Business2brand,Chandigarh,3,3000,10 Feb' 22,Be an early applicant,"English Proficiency (Written) , HTML , PHP , Social Media Marketing , WordPress , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",2,0,Marketing
6491,397630,Java App Development (Spring Boot & Hibernate),TesQuirel Solutions Private Limited,Bangalore,4,8000,11 Feb' 22,Be an early applicant,"Hibernate (Java) , REST API , Spring MVC , SQL , ","Certificate , Letter of recommendation , Job offer , ",2,0,Computer Science
6492,1561350,Internet Of Things (IoT),Lustral Innovations Private Limited,Bangalore,6,8000,7 Feb' 22,42 applicants,"Amazon Web Services (AWS) , C Programming , Embedded Systems , ","Certificate , Letter of recommendation , ",4,0,Computer Science
6493,10109320,Content Writing (Healthcare & Nutrition),IProCo,Work From Home,1,8500,9 Feb' 22,208 applicants,"Blogging , Creative Writing , English Proficiency (Spoken) , English Proficiency (Written) , MS-Office , Search Engine Optimization (SEO) , ","Certificate , Letter of recommendation , Flexible work hours , ",6,0,Content Writing
6494,232906,ISO 27001 Consulting,Vorombetech Solutions,Work From Home,6,12000,11 Feb' 22,Be an early applicant,,"5 days a week , ",2,0,Computer Science
6495,9244740,Content Writing,DGTLmart Technologies Private Limited,Work From Home,3,1000,10 Feb' 22,Be an early applicant,"English Proficiency (Written) , ","Certificate , Letter of recommendation , ",2,0,Content Writing
6496,25105210,Graphic Design,BrandTouch & Analytics Private Limited,Mumbai,3,8000,8 Feb' 22,Be an early applicant,,"5 days a week , ",1,0,Graphic Design
6497,101354656,Social Media Marketing,Marketing Infotech,Work From Home,3,1500,29 Jan' 22,62 applicants,"Facebook Marketing , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , ",4,0,Marketing
6498,49007100,Telecalling -  Business Development,Namosri Ventures Private Limited,Mumbai,6,10000,11 Feb' 22,Be an early applicant,"Email Marketing , English Proficiency (Spoken) , English Proficiency (Written) , Facebook Marketing , MS-Office , ","Certificate , Letter of recommendation , Informal dress code , Job offer , ",1,1,Marketing
6499,10715902,Content Development,Global Free School,Work From Home,3,2000,8 Feb' 22,57 applicants,,"Certificate , Letter of recommendation , ",2,0,Content Writing
6500,52236856,Marketing,Flymax Multi Services Private Limited,Work From Home,6,2000,10 Feb' 22,Be an early applicant,"English Proficiency (Spoken) , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",4,1,Marketing
6501,13568272,Content Writing,Borderless Consultants,Work From Home,1,8000,4 Feb' 22,190 applicants,"Copywriting , Creative Writing , English Proficiency (Written) , Report Writing , Search Engine Optimization (SEO) , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",1,0,Content Writing
6502,44549050,Human Resources (HR),Khalsa Help International,Work From Home,2,1000,12 Feb' 22,101 applicants,"English Proficiency (Spoken) , English Proficiency (Written) , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",10,1,Human Resources
6503,46342156,Law/Legal,Habitat For Humanity Trust,Work From Home,2,0,2 Feb' 22,71 applicants,,"Certificate , Letter of recommendation , Flexible work hours , ",50,0,Law
6504,125877280,Doubt Solving (PCM),Kunduz Incorporation,Work From Home,3,5000,8 Feb' 22,140 applicants,"Chemistry , Mathematics , Physics , Subject Matter Expert (SME) , ","Flexible work hours , ",20,0,Science
6505,1733272,MERN Stack Development,Across The Globe (ATG),Work From Home,6,5000,7 Feb' 22,29 applicants,"Amazon Web Server (AWS) , Express.js , GitHub , MongoDB , Node.js , REST API , ","Certificate , Flexible work hours , ",4,1,Computer Science
6506,10403950,Content Writing,Dholera Smart City LLP,Mumbai,3,5000,9 Feb' 22,Be an early applicant,"Creative Writing , English Proficiency (Written) , ","Certificate , ",2,0,Content Writing
6507,1150356,Web Development,AnaStrat Private Limited,Bangalore,6,15000,8 Feb' 22,28 applicants,"Amazon Web Services (AWS) , CI/CD , Docker , GitHub , Hadoop , Kubernetes , Linux , Python , Shell Scripting , Unix , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , Job offer , ",1,0,Computer Science
6508,23189140,Graphic Design,TennisShop.ae,Work From Home,3,4500,10 Feb' 22,Be an early applicant,"Adobe After Effects , Adobe Creative Suite , Adobe Illustrator , Adobe Photoshop , Adobe Photoshop Lightroom CC , ","Certificate , Letter of recommendation , ",2,0,Graphic Design
6509,94877440,Digital Marketing,MyFashionWall,Work From Home,3,1500,2 Feb' 22,Be an early applicant,"American English , Digital Marketing , English Proficiency (Spoken) , ","Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",10,0,Marketing
6510,33091356,Human Resources (HR),Suvidha Foundation,Work From Home,1,0,13 Feb' 22,Be an early applicant,"British English , English Proficiency (Spoken) , English Proficiency (Written) , MS-Excel , MS-Office , ","Certificate , Letter of recommendation , ",5,0,Human Resources
6511,111039006,Marketing,Lending Basket Fintech Private Limited,Delhi,6,10000,12 Feb' 22,Be an early applicant,,"Certificate , Informal dress code , Free snacks & beverages , ",5,1,Marketing
6512,21312172,Graphic Design,Chamela Helpdia Charitable Trust,Work From Home,2,0,12 Feb' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",10,0,Graphic Design
6513,9594606,Content Writing,Hack Hackathon,Work From Home,6,3000,10 Feb' 22,Be an early applicant,"Creative Writing , Digital Marketing , English Proficiency (Written) , Search Engine Optimization (SEO) , Social Media Marketing , ","Flexible work hours , ",2,0,Content Writing
6514,118167870,Business Development (Sales),Proffus,Delhi,3,10000,11 Feb' 22,Be an early applicant,"Android , C++ Programming , C Programming , English Proficiency (Spoken) , Python , ReactJS , React Native , ","Certificate , Job offer , ",5,0,Marketing
6515,47190130,Marketing,Leyzar,Work From Home,2,1000,12 Feb' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",2,1,Marketing
6516,1691400,Web Development,B.N. Productions,Work From Home,6,8000,7 Feb' 22,70 applicants,"ReactJS , React Native , ",,1,0,Computer Science
6517,53078610,Outreach And Collaboration,Farmus,Work From Home,6,5000,9 Feb' 22,Be an early applicant,,"Certificate , Flexible work hours , ",1,0,Marketing
