id,protected,Title,Company,Location,Duration,Stipend_per_month,Apply By,Applicants,Skills Required,Perks,Number of Openings,Incentives,Category
2176,101777932,Search Engine Optimization (SEO),Midinnings,Udaipur,6,7000,29 Jan' 22,Be an early applicant,"Google AdWords , Google Analytics , Search Engine Optimization (SEO) , Social Media Marketing , ","Certificate , Letter of recommendation , Free snacks & beverages , Job offer , ",2,0,Marketing
2177,5091892,Android Development,Empower Youth Foundation,Ludhiana,6,2000,1 Feb' 22,Be an early applicant,"Java , Kotlin , SQL , ","Certificate , ",10,0,Computer Science
2178,73008580,Digital Marketing,Dot Solutions,Work From Home,6,8000,12 Feb' 22,Be an early applicant,"Digital Marketing , Email Marketing , Facebook Marketing , Instagram Marketing , Search Engine Marketing (SEM) , Search Engine Optimization (SEO) , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , ",1,0,Marketing
2179,4895256,Web Development,Medicea Technology Solutions,Noida,6,15000,1 Feb' 22,Be an early applicant,"Angular 7.0 , Java , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , ",4,0,Computer Science
2180,6877606,Mobile App Development (Flutter),GeekSynergy Technologies Private Limited,Work From Home,6,10000,10 Feb' 22,66 applicants,"Flutter , JavaScript , ","Certificate , Letter of recommendation , Flexible work hours , ",1,0,Computer Science
2181,85553350,Digital Marketing,Adhiam Thermal Systems & Solutions Private Limited,Chennai,6,12000,7 Feb' 22,Be an early applicant,,"5 days a week , ",2,0,Marketing
2182,24388882,Graphic Design,Integrate 360,Work From Home,3,5000,9 Feb' 22,Be an early applicant,"Adobe After Effects , Adobe Illustrator , Adobe Indesign , Adobe Photoshop , Adobe Premiere Pro , Adobe XD , CorelDRAW , Figma , ","Letter of recommendation , ",1,0,Graphic Design
2183,13137100,Website Copywriting,TrainerGoesOnline,Work From Home,2,5000,5 Feb' 22,49 applicants,"Copywriting , Creative Writing , English Proficiency (Spoken) , English Proficiency (Written) , ","Certificate , ",3,0,Content Writing
2184,45528856,Law/Legal,Udyog Buddy,Jabalpur,6,3000,9 Feb' 22,Be an early applicant,,,2,0,Law
2185,18211656,Content Writing,OyeLabs,Work From Home,6,5000,29 Jan' 22,61 applicants,"Creative Writing , English Proficiency (Written) , ","Certificate , Letter of recommendation , Flexible work hours , ",2,0,Content Writing
2186,107257192,Business Development (Sales),SpotYourShop,Noida,4,10000,13 Feb' 22,Be an early applicant,"English Proficiency (Spoken) , English Proficiency (Written) , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , Free snacks & beverages , ",4,0,Marketing
2187,214932,Mobile App Development,GoldenBatua,Work From Home,3,5000,11 Feb' 22,26 applicants,"Android , Digital Marketing , UI & UX Design , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",2,1,Computer Science
2188,3078370,React Native Development,Xcrino Business Solutions,Delhi,6,5000,3 Feb' 22,Be an early applicant,"CSS , JavaScript , React Native , TypeScript , ","Certificate , Letter of recommendation , Informal dress code , 5 days a week , ",5,0,Computer Science
2189,75524890,Digital Marketing,Impact Study Biz,Work From Home,6,4000,11 Feb' 22,Be an early applicant,"Digital Marketing , Google Analytics , Search Engine Optimization (SEO) , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",1,0,Marketing
2190,56017840,Marketing,Jetsons Robotics,Work From Home,4,5000,7 Feb' 22,Be an early applicant,"Creative Writing , English Proficiency (Spoken) , English Proficiency (Written) , MS-Excel , Video Making , ","Certificate , Letter of recommendation , Flexible work hours , ",1,0,Marketing
2191,28971406,Graphic Design,Aparna Sud,Delhi,6,5000,3 Feb' 22,Be an early applicant,,,1,1,Graphic Design
2192,79611106,Digital Marketing,Misui India,Work From Home,1,3000,9 Feb' 22,66 applicants,"Search Engine Optimization (SEO) , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",1,0,Marketing
2193,143362,PHP Development,BizReputations,Work From Home,6,12000,12 Feb' 22,Be an early applicant,"AJAX , Amazon Web Services (AWS) , Apache , CodeIgniter , HTML , JavaScript , jQuery , LARAVEL , MySQL , PHP , REST API , ","Certificate , Letter of recommendation , Flexible work hours , ",2,0,Computer Science
2194,9650442,Video Blogging,Myrevue,Mumbai,2,4000,10 Feb' 22,Be an early applicant,"English Proficiency (Spoken) , ","Certificate , Letter of recommendation , 5 days a week , ",20,0,Content Writing
2195,23073712,Graphic Design & Video Editing,UnchaAi,Work From Home,6,2500,10 Feb' 22,Be an early applicant,"Adobe After Effects , Adobe Illustrator , Adobe Photoshop , Adobe Premiere Pro , Figma , ","Certificate , Letter of recommendation , Flexible work hours , ",1,1,Graphic Design
2196,1783660,Web Development,Relinns Technologies,Chandigarh,6,7000,7 Feb' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , ",4,0,Computer Science
2197,124735492,Mathematics Volunteering,Teach For India,Work From Home,3,0,1 Feb' 22,95 applicants,"English Proficiency (Spoken) , English Proficiency (Written) , ","Certificate , Flexible work hours , ",3,0,Science
2198,7379472,YOLO Object Detection,The Tann Mann Foundation,Work From Home,3,0,11 Feb' 22,113 applicants,"Python , ","Certificate , Letter of recommendation , Flexible work hours , ",3,0,Computer Science
2199,44602462,Human Resources (HR),Tare Zameen Foundation,Work From Home,6,0,7 Feb' 22,407 applicants,,"Certificate , Letter of recommendation , Flexible work hours , ",40,0,Human Resources
2200,33889962,Human Resources (HR),Nirvanza Just Consult Private Limited,Work From Home,3,5000,11 Feb' 22,194 applicants,"English Proficiency (Spoken) , MS-Excel , MS-Office , MS-Word , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",4,0,Human Resources
2201,51229906,Business Development (Sales),Offbeat Media,Mumbai,3,5000,10 Feb' 22,Be an early applicant,"English Proficiency (Spoken) , English Proficiency (Written) , Microsoft PowerApps , MS-Excel , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , ",2,0,Marketing
2202,54015250,Marketing,APTCODER,Work From Home,6,8000,8 Feb' 22,Be an early applicant,"English Proficiency (Spoken) , Hindi Proficiency (Spoken) , MS-Excel , MS-Office , ","Certificate , Letter of recommendation , Flexible work hours , ",2,0,Marketing
2203,104949880,Digital Marketing,Truweight Wellness Private Limited,Bangalore,2,10000,31 Jan' 22,78 applicants,"Digital Marketing , Search Engine Marketing (SEM) , Search Engine Optimization (SEO) , Social Media Marketing , ","Certificate , Letter of recommendation , 5 days a week , ",2,0,Marketing
2204,3281632,Web Development,Lazy Idli Private Limited,Bangalore,4,13000,3 Feb' 22,Be an early applicant,"CSS , GitHub , HTML , JavaScript , ReactJS , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , Free snacks & beverages , ",3,0,Computer Science
2205,37619922,Human Resources (HR),SharePal,Work From Home,3,15000,11 Feb' 22,397 applicants,"English Proficiency (Spoken) , English Proficiency (Written) , Google Workspace , MS-Word , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",1,0,Human Resources
2206,3589230,Android App Development,Identium Tech Solutions,Delhi,6,10000,3 Feb' 22,Be an early applicant,".NET , Android , EViews , Java , ","Certificate , Letter of recommendation , ",2,0,Computer Science
2207,72479782,Social Media Marketing,Zoopero Marketing Private Limited,Pune,4,5000,12 Feb' 22,Be an early applicant,"Creative Writing , English Proficiency (Spoken) , English Proficiency (Written) , Google AdWords , Google Analytics , Search Engine Optimization (SEO) , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , Job offer , ",4,0,Marketing
2208,34146592,Human Resources (HR),Renu Kapoor,Delhi,6,10000,11 Feb' 22,Be an early applicant,,"Certificate , Informal dress code , 5 days a week , ",2,0,Human Resources
2209,46124572,Law/Legal,Anuj Aggarwal,Delhi,3,3000,3 Feb' 22,342 applicants,,"Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",2,0,Law
2210,1415010,Flutter Development,LegalSeva.org,Work From Home,6,6000,28 Feb' 22,Be an early applicant,"Android , Dart , Firebase , Flutter , REST API , ","Certificate , Letter of recommendation , Flexible work hours , ",3,0,Computer Science
2211,26982930,Graphic Design,Connectico Media (OPC) Private Limited,Dehradun,1,10000,5 Feb' 22,Be an early applicant,"Adobe After Effects , Adobe Illustrator , Adobe Indesign , Adobe Photoshop , Adobe Photoshop Lightroom CC , Adobe Premiere Pro , ","Certificate , Letter of recommendation , Informal dress code , ",2,0,Graphic Design
2212,100831822,Digital Marketing,A Plus R Architects,Coimbatore,3,3000,31 Jan' 22,Be an early applicant,"Adobe Photoshop , Facebook Marketing , Instagram Marketing , Photography , ","Certificate , Letter of recommendation , Flexible work hours , ",2,0,Marketing
2213,43738482,Human Resources (HR),EduThrill,Bangalore,6,12000,11 Feb' 22,39 applicants,,,3,0,Human Resources
2214,28617250,Graphic Design,WebAshlar,Surat,6,5000,3 Feb' 22,Be an early applicant,"Adobe Illustrator , Adobe Photoshop , ","Certificate , Flexible work hours , ",2,0,Graphic Design
2215,11933670,Video Script Writing,Satvik Organics & Naturals,Work From Home,4,1000,7 Feb' 22,Be an early applicant,"Creative Writing , Hindi Proficiency (Spoken) , Hindi Proficiency (Written) , MS-Word , Storyboarding , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",1,0,Content Writing
2216,50062800,Business Development (Sales),Creative Group (CG Resettlement Private Limited),Thane,3,8000,10 Feb' 22,Be an early applicant,"Digital Marketing , Email Marketing , ","Certificate , Letter of recommendation , Job offer , ",2,0,Marketing
2217,28489006,Teaching (Digital Art),WhizJuniors,Work From Home,3,3000,3 Feb' 22,38 applicants,"Digital Art , Online Teaching , ","Certificate , Letter of recommendation , Flexible work hours , ",1,0,Graphic Design
2218,33298770,Human Resources (HR),Livia Makes Perfect,Work From Home,3,1000,12 Feb' 22,73 applicants,"English Proficiency (Spoken) , English Proficiency (Written) , MS-Excel , MS-Office , MS-Word , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",2,0,Human Resources
2219,44937012,Research (Green Building Consulting),Econaur,Jaipur,4,4000,8 Feb' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , Informal dress code , Free snacks & beverages , ",2,0,Humanities
2220,73934302,Digital Marketing,IWebcode,Mohali,6,6000,11 Feb' 22,Be an early applicant,"Creative Writing , Digital Marketing , English Proficiency (Spoken) , English Proficiency (Written) , Search Engine Marketing (SEM) , Search Engine Optimization (SEO) , ","Certificate , 5 days a week , Job offer , ",1,0,Marketing
2221,21284482,Graphic Design,Your Marketing Mascot (YMM),Work From Home,2,1000,12 Feb' 22,Be an early applicant,"Adobe After Effects , Adobe Creative Suite , Adobe Illustrator , Adobe Photoshop , Adobe Photoshop Lightroom CC , Adobe Premiere Pro , ","Certificate , Letter of recommendation , Flexible work hours , ",2,0,Graphic Design
2222,15940156,Content Writing,SocialStairs Media,Work From Home,3,1000,1 Feb' 22,37 applicants,"American English , Creative Writing , Google AdWords , Report Writing , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",7,0,Content Writing
2223,113667682,Tele/Video Consultation (Ayurveda Medicine and Surgery),Infinite Health Studios Private Limited,Work From Home,1,15000,12 Feb' 22,28 applicants,,,1,0,Marketing
2224,1062030,Web Development,Tanika Tech,Mira Bhayandar,4,10000,8 Feb' 22,Be an early applicant,"CSS , HTML , JavaScript , jQuery , MySQL , PHP , WordPress , ","Job offer , ",3,0,Computer Science
2225,79165606,Digital Marketing,Alluvium IoT Solutions Private Limited,Ahmedabad,3,10000,9 Feb' 22,Be an early applicant,"Creative Writing , Digital Marketing , Email Marketing , English Proficiency (Spoken) , English Proficiency (Written) , Facebook Marketing , Instagram Marketing , Search Engine Marketing (SEM) , Search Engine Optimization (SEO) , Social Media Marketing , ","Certificate , Letter of recommendation , ",1,0,Marketing
2226,4930720,Python With Data Science Development,Sumago Infotech,Nashik,6,8000,1 Feb' 22,Be an early applicant,,"Certificate , Informal dress code , 5 days a week , Free snacks & beverages , ",10,1,Computer Science
2227,14246950,Copywriting,MediaX Digital Services,Work From Home,4,4000,3 Feb' 22,29 applicants,"Copywriting , English Proficiency (Written) , Social Media Marketing , ","Certificate , Letter of recommendation , 5 days a week , ",2,0,Content Writing
2228,67035256,Sales Development,S7works,Work From Home,6,10000,1 Feb' 22,Be an early applicant,,,4,0,Marketing
2229,79896882,Community Engagement,LearnMall,Bangalore,3,13000,9 Feb' 22,Be an early applicant,"Digital Marketing , English Proficiency (Spoken) , English Proficiency (Written) , Facebook Marketing , Instagram Marketing , Search Engine Marketing (SEM) , Search Engine Optimization (SEO) , Social Media Marketing , ","Certificate , Letter of recommendation , Informal dress code , Free snacks & beverages , ",2,0,Marketing
2230,3081880,Web Development,Rabco Estates Private Limited,Work From Home,3,3000,3 Feb' 22,31 applicants,"Java , JavaScript , Python , UI & UX Design , WordPress , ","Certificate , Letter of recommendation , Flexible work hours , ",1,0,Computer Science
2231,50644672,Marketing Communication,AIB Life Science Private Limited,Bangalore,6,5000,10 Feb' 22,Be an early applicant,"Biology , MS-Office , Social Media Marketing , ","Certificate , Letter of recommendation , Job offer , ",1,0,Marketing
2232,71073430,Business Development (Sales),Conzumex Industries Private Limited,Bangalore,6,20000,9 Feb' 22,Be an early applicant,,"Certificate , Informal dress code , 5 days a week , ",2,0,Marketing
2233,18727356,Content Writing,Gencosys Technologies Private Limited,Work From Home,2,6000,14 Feb' 22,77 applicants,"British English , Creative Writing , Digital Marketing , English Proficiency (Written) , French Proficiency (written) , Market Research , MS-Word , Quality Assurance/Quality Control (QA/QC) , Spanish Proficiency(Written) , ","Certificate , Letter of recommendation , Flexible work hours , ",2,0,Content Writing
2234,96993052,Digital Marketing,Lialo Fashions LLP,Work From Home,6,1000,1 Feb' 22,Be an early applicant,"Adobe Creative Suite , Adobe Photoshop , Facebook Marketing , Google AdWords , Social Media Marketing , ","Certificate , Flexible work hours , 5 days a week , ",2,0,Marketing
